Year,Player,Pos,School,Height (month lmao),Wt (lbs),40YD (s),Vertical (in),BenchReps,Broad Jump (in),3Cone (s),Shuttle (s)
2002,Patrick Ramsey,QB,Tulane,2-Jun,219,5.24,33.5,,112,7.12,4.09
2002,Eric Crouch,RB,Nebraska,Jun-00,195,4.47,38,,112,6.87,4.02
2002,Clinton Portis,RB,Miami (FL),11-May,204,4.42,,,,,
2002,Freddie Milons,WR,Alabama,10-May,190,4.51,33.5,,117,6.84,
2002,Adrian Peterson,RB,Georgia Southern,10-May,214,4.68,34,14,119,7.59,4.6
2002,Justin Peelle,TE,Oregon,4-Jun,255,4.75,29,21,110,7.34,4.29
2002,John Owens,TE,Notre Dame,3-Jun,265,4.77,38.5,21,117,,
2002,J.T. O'Sullivan,QB,California-Davis,2-Jun,223,4.88,29,,107,7.46,4.28
2002,Josh Norman,TE,Oklahoma,2-Jun,236,4.65,32,18,115,,
2002,Kendall Newson,WR,Middle Tennessee State,2-Jun,200,4.69,33.5,,117,6.87,4.27
2002,Larry Ned,RB,San Diego State,11-May,219,4.62,34.5,15,120,7.12,
2002,Maurice Morris,RB,Oregon,11-May,208,4.53,38.5,23,119,,
2002,Randy McMichael,TE,Georgia,3-Jun,247,4.88,29.5,18,112,7.58,4.28
2002,Josh McCown,QB,Sam Houston State,4-Jun,221,4.59,38.5,,120,6.85,3.9
2002,Eric McCoo,RB,Penn State,10-May,214,4.55,32.5,14,112,,
2002,Jason McAddley,WR,Alabama,1-Jun,203,4.47,36.5,,123,6.83,4.09
2002,Lee Mays,WR,Texas-El Paso,1-Jun,190,4.55,32.5,,119,7.08,4.17
2002,Jamar Martin,FB,Ohio State,11-May,245,4.89,32,23,108,7.53,4.34
2002,Chris Luzar,TE,Virginia,7-Jun,270,4.76,32.5,22,115,6.84,4.17
2002,Ashley Lelie,WR,Hawaii,3-Jun,197,4.49,,,,,
2002,Kurt Kittner,QB,Illinois,2-Jun,221,4.86,27,,100,7.34,4.5
2002,Terry Jones,TE,Alabama,3-Jun,265,4.79,33.5,20,111,7.43,4.43
2002,Daryl Jones,WR,Miami (FL),9-May,180,4.35,,,,,
2002,Doug Jolley,TE,BYU,4-Jun,251,4.6,38,18,117,6.9,4.18
2002,Ron Johnson,WR,Minnesota,2-Jun,225,4.7,34.5,,118,7.12,4.02
2002,Kyle Johnson,FB,Syracuse,1-Jun,242,4.74,34,22,119,7.4,4.35
2002,Javin Hunter,WR,Notre Dame,11-May,186,4.47,41,,129,6.84,4.04
2002,Dameon Hunter,RB,Utah,11-May,219,4.68,30.5,,113,,
2002,Kahlil Hill,WR,Iowa,2-Jun,200,4.65,35,,,,
2002,Maurice Hicks,RB,North Carolina A&T,10-May,200,4.64,,19,,,
2002,Leonard Henry,RB,East Carolina,1-Jun,206,4.57,35,26,113,7.11,4.29
2002,Keith Heinrich,TE,Sam Houston State,5-Jun,255,4.77,35,21,120,6.87,4.1
2002,Verron Haynes,FB,Georgia,10-May,224,4.78,31.5,25,117,7.27,4.08
2002,Herb Haygood,WR,Michigan State,11-May,193,4.45,33,,114,6.65,4.26
2002,Joey Harrington,QB,Oregon,4-Jun,215,4.89,32,,112,7,4.21
2002,Ryan Hannam,TE,Northern Iowa,2-Jun,251,4.69,30.5,18,113,7.07,4.21
2002,William Green,RB,Boston College,Jun-00,221,4.6,42,27,121,,
2002,Daniel Graham,TE,Colorado,3-Jun,248,4.64,36,,118,,
2002,Lamar Gordon,RB,North Dakota State,1-Jun,214,4.55,34,16,119,,
2002,David Givens,WR,Notre Dame,Jun-00,217,4.56,40.5,,126,6.82,4.13
2002,David Garrard,QB,East Carolina,2-Jun,235,4.82,33.5,,111,7.35,4.26
2002,Jabar Gaffney,WR,Florida,1-Jun,193,4.56,,,,6.87,4.06
2002,DeShaun Foster,RB,UCLA,1-Jun,222,4.57,35.5,20,119,6.82,4.16
2002,Tony Fisher,RB,Notre Dame,1-Jun,226,4.66,41.5,21,126,7,4.13
2002,Randy Fasani,QB,Stanford,3-Jun,224,4.77,31.5,,106,6.75,3.87
2002,Hayden Epstein,K,Michigan,2-Jun,212,4.79,,,,,
2002,Omar Easy,FB,Penn State,1-Jun,244,4.53,40,21,123,7.25,4.12
2002,Tim Duncan,K,Oklahoma,2-Jun,207,5,,,,,
2002,T.J. Duckett,RB,Michigan State,Jun-00,254,4.45,,,,,
2002,Kori Dickerson,FB,Southern California,4-Jun,240,4.75,34,22,116,7.34,4.51
2002,Luke Staley,RB,BYU,1-Jun,227,4.42,,,,,
2002,Andre' Davis,WR,Virginia Tech,1-Jun,194,4.42,39.5,,123,6.77,4.1
2002,Rohan Davey,QB,LSU,2-Jun,245,4.74,,,,,
2002,Najeh Davenport,FB,Miami (FL),1-Jun,248,4.57,,,,,
2002,Ronald Curry,QB,North Carolina,2-Jun,220,4.59,35,,115,7.06,4.11
2002,Jeff Chandler,K,Florida,2-Jun,218,5,,,,,
2002,Tim Carter,WR,Auburn,Jun-00,190,4.32,39,,126,6.68,3.93
2002,Rock Cartwright,RB,Kansas State,8-May,237,4.47,35,30,116,7.18,4.25
2002,David Carr,QB,Fresno State,3-Jun,223,4.67,35,,108,7.05,4.28
2002,Kelly Campbell,WR,Georgia Tech,10-May,171,4.48,,,,,
2002,Reche Caldwell,WR,Florida,Jun-00,194,4.53,41.5,,130,7,4.1
2002,Joe Burns,RB,Georgia,9-May,213,4.81,31,21,105,,
2002,Antonio Bryant,WR,Pittsburgh,1-Jun,188,4.57,37,,121,,
2002,Deion Branch,WR,Louisville,9-May,191,4.47,36,,117,6.71,3.78
2002,Dwayne Blakley,TE,Missouri,5-Jun,256,4.96,32.5,21,107,7.33,4.29
2002,Ladell Betts,RB,Iowa,10-May,220,4.62,38,23,116,7.06,4.06
2002,Jarrod Baxter,FB,New Mexico,1-Jun,245,4.7,32.5,23,116,7.1,4.27
2002,Mike Banks,TE,Iowa State,4-Jun,260,4.84,31.5,,104,,
2002,Chris Baker,TE,Michigan State,3-Jun,258,4.81,35,18,112,6.95,
2002,Mark Anelli,TE,Wisconsin,4-Jun,262,4.8,,18,,,
2002,Damien Anderson,RB,Northwestern,10-May,211,4.56,33.5,27,112,6.93,4.02
2002,Brian Allen,RB,Stanford,9-May,209,4.46,33,19,112,6.9,4.08
2002,Greg Zolman,QB,Vanderbilt,2-Jun,220,4.93,34,,112,7.08,4.14
2002,Levron Williams,RB,Indiana,3-Jun,224,4.66,,16,,,
2002,Marquise Walker,WR,Michigan,2-Jun,219,4.63,,,,,
2002,Ryan Tolhurst,WR,Richmond,11-May,196,4.49,38,,123,6.65,3.88
2002,Lew Thomas,RB,Vanderbilt,9-May,210,4.59,36,17,115,6.87,4.21
2002,T.C. Taylor,WR,Jackson State,4-Jun,219,4.69,31,,114,7.59,4.25
2002,Tim Stratton,TE,Purdue,4-Jun,251,4.97,27,15,101,,
2002,Lawrence Story,WR,Jackson State,5-Jun,205,4.63,33.5,,114,7.06,4.16
2002,Derek Smith,TE,Kentucky,4-Jun,271,4.9,28.5,16,112,7.46,4.38
2002,Tellis Redmon,RB,Minnesota,11-May,210,4.61,32,20,113,7.08,4.14
2002,Pete Rebstock,WR,Colorado State,9-May,190,4.5,,,,,
2002,Brian Poli-Dixon,WR,UCLA,5-Jun,210,4.48,,,,,
2002,Jonathan Adams,RB,Arkansas State,Jun-00,219,4.58,36.5,15,120,6.97,4.31
2002,Jeremy Allen,FB,Iowa,Jun-00,241,4.59,38,17,126,7.06,4.49
2002,Will Bartholomew,FB,Tennessee,Jun-00,246,4.68,38,35,119,6.85,4.09
2002,Atrews Bell,WR,Florida State,11-May,218,4.52,,,,,
2002,Demontray Carter,RB,Troy,10-May,191,4.52,33,16,120,7.38,4.36
2002,Woody Dantzler,QB,Clemson,10-May,207,4.59,,,,,
2002,R.J. English,WR,Pittsburgh,2-Jun,211,4.55,37.5,,121,7.03,4.11
2002,Delvon Flowers,RB,Arizona State,11-May,200,4.67,35.5,15,117,,
2002,Little John Flowers,RB,Michigan State,11-May,214,4.72,34,19,110,7.09,4.08
2002,Paris Gaines,FB,Fresno State,Jun-00,228,4.67,,14,,,
2002,David Greene,K,Virginia,10-May,177,,,,,,
2002,Joe Hall,FB,Kansas State,2-Jun,271,4.97,28,22,107,,
2002,Ennis Haywood,RB,Iowa State,10-May,218,4.76,35,12,112,7.08,4.14
2002,Emmett Johnson,WR,Virginia Tech,2-Jun,205,4.45,39,,122,7.15,4.1
2002,Devin Lewis,WR,Southern,2-Jun,205,4.54,38.5,,111,,
2002,Ivory McCoy,TE,Michigan State,4-Jun,240,4.59,35,25,113,7.3,4.24
2002,Dicenzo Miller,RB,Mississippi State,10-May,215,4.93,31,8,107,7.25,4.39
2002,Dave Minnich,RB,Washington State,11-May,218,4.66,33.5,12,117,,
2002,David Neill,QB,Nevada,3-Jun,206,4.95,30,,108,7.28,4.44
2002,Donnie O'Neal,WR,Arizona State,1-Jun,191,4.52,38,,126,6.9,
2002,Cameron Peterka,K,North Dakota,3-Jun,190,,,,,,
2001,Cedrick Wilson,WR,Tennessee,10-May,179,4.48,38,,123,,
2001,Marcus Williams,WR,Washington State,5-Jun,230,4.56,41,,130,7.37,4.2
2001,Boo Williams,TE,Arkansas,4-Jun,237,4.72,35.5,,119,7.1,4.33
2001,Reggie White,RB,Oklahoma State,Jun-00,228,4.58,37.5,17,114,7.48,4.4
2001,Chris Weinke,QB,Florida State,4-Jun,226,5.2,,,,,
2001,Reggie Wayne,WR,Miami (FL),Jun-00,198,4.45,,,,,
2001,Michael Vick,QB,Virginia Tech,Jun-00,210,4.33,,,,,
2001,Marques Tuiasosopo,QB,Washington,1-Jun,223,4.71,35.5,,115,7.36,4.35
2001,LaDainian Tomlinson,RB,TCU,10-May,221,4.46,40.5,18,124,6.84,4.21
2001,Anthony Thomas,RB,Michigan,2-Jun,229,4.58,32.5,20,115,7.48,4.44
2001,David Terrell,WR,Michigan,3-Jun,213,4.43,,,,,
2001,Dauntae' Finger,TE,North Carolina,4-Jun,262,5.09,33.5,15,103,7.95,4.59
2001,Vinny Sutherland,WR,Purdue,9-May,192,4.48,,,,,
2001,Tony Stewart,TE,Penn State,5-Jun,256,4.96,35.5,,109,7.3,4.4
2001,Steve Smith,WR,Utah,9-May,184,4.41,38.5,,121,7.44,4.25
2001,Marcel Shipp,RB,Massachusetts,11-May,222,4.71,32.5,18,115,,
2001,Josh Booty,QB,LSU,2-Jun,221,4.9,29.5,,105,7.54,4.48
2001,Sage Rosenfels,QB,Iowa State,4-Jun,228,4.74,34,,107,7.07,4.29
2001,Koren Robinson,WR,North Carolina State,1-Jun,211,4.61,,,,,
2001,Mike Roberg,TE,Idaho,4-Jun,256,4.75,34.5,16,117,7.28,4.4
2001,Marcellus Rivers,TE,Oklahoma State,4-Jun,247,4.84,32.5,7,113,7.04,4.25
2001,Ken-Yon Rambo,WR,Ohio State,1-Jun,196,4.34,,,,,
2001,Ryan Prince,TE,Weber State,4-Jun,257,4.99,31,20,102,7.65,4.45
2001,Nate Poole,WR,Marshall,1-Jun,198,4.79,32.5,,112,7.26,4.22
2001,Owen Pochman,K,BYU,11-May,179,,,,,,
2001,Chris Taylor,WR,Texas A&M,11-May,183,4.4,35.5,,115,6.81,3.93
2001,Jesse Palmer,QB,Florida,2-Jun,231,4.78,35.5,,112,7.13,4.29
2001,Dan O'Leary,TE,Notre Dame,4-Jun,252,5.02,32,16,113,7.4,4.31
2001,Arther Love,TE,South Carolina State,4-Jun,236,4.75,36,24,,,
2001,Moran Norris,FB,Kansas,1-Jun,250,4.63,31,37,114,7.56,4.5
2001,Steve Neal,WR,Western Michigan,1-Jun,190,4.59,36,,119,7.18,4.19
2001,Brian Natkin,TE,Texas-El Paso,2-Jun,251,4.95,27,20,98,7.78,4.59
2001,Santana Moss,WR,Miami (FL),10-May,184,4.31,,,,,
2001,Quincy Morgan,WR,Kansas State,1-Jun,211,4.48,,,,,
2001,Freddie Mitchell,WR,UCLA,11-May,185,4.46,39.5,,120,6.95,4.06
2001,Travis Minor,RB,Florida State,10-May,197,4.44,32,9,115,,
2001,Snoop Minnis,WR,Florida State,1-Jun,171,4.57,37.5,,115,7.06,4.07
2001,Josh Heupel,QB,Oklahoma,2-Jun,215,4.85,37.5,,114,7.18,4.15
2001,Shad Meier,TE,Kansas State,5-Jun,256,4.85,34,20,113,7.14,4.15
2001,Mike McMahon,QB,Rutgers,2-Jun,207,4.57,37.5,,124,7.12,4.12
2001,Quentin McCord,WR,Kentucky,10-May,191,4.48,36.5,,112,7.17,4.18
2001,Justin McCareins,WR,Northern Illinois,2-Jun,209,4.51,41,,129,7.06,3.99
2001,Deuce McAllister,RB,Mississippi,1-Jun,222,4.41,,,,,
2001,David Martin,WR,Tennessee,4-Jun,242,4.76,,,,,
2001,Brandon Manumaleuna,TE,Arizona,2-Jun,275,4.99,30,,106,7.49,4.26
2001,Cleo Lemon,QB,Arkansas State,2-Jun,226,4.87,35.5,,106,7.33,4.27
2001,George Layne,FB,TCU,11-May,242,4.59,32,,115,7.08,4.19
2001,Andre King,WR,Miami (FL),Jun-00,199,4.61,,,,,
2001,Kevin Kasper,WR,Iowa,Jun-00,199,4.42,43.5,,126,6.56,3.73
2001,Lamont Jordan,RB,Maryland,10-May,234,4.57,,24,,,
2001,Rudi Johnson,RB,Auburn,10-May,227,4.57,37.5,24,119,7.32,4.22
2001,Chad Johnson,WR,Oregon State,1-Jun,192,4.57,33,,108,7.51,4.14
2001,Cedric James,WR,TCU,2-Jun,204,4.49,43,,134,,
2001,James Jackson,RB,Miami (FL),10-May,210,4.55,,,,,
2001,Arnold Jackson,WR,Louisville,8-May,167,4.48,41,,127,7.42,4.11
2001,Jabari Holloway,TE,Notre Dame,2-Jun,253,4.91,38.5,20,113,7.14,4.4
2001,Travis Henry,RB,Tennessee,9-May,223,4.61,,23,,,
2001,Todd Heap,TE,Arizona State,5-Jun,252,4.68,,,,,
2001,Tim Hasselbeck,QB,Boston College,1-Jun,211,4.83,33,,113,7.27,4.4
2001,Antoine Harris,TE,Southern California,3-Jun,260,4.93,,11,,,
2001,Reggie Germany,WR,Ohio State,1-Jun,183,4.39,,,,,
2001,Rod Gardner,WR,Clemson,2-Jun,219,4.48,,,,,
2001,Robert Ferguson,WR,Texas A&M,1-Jun,205,4.48,36.5,,120,7.24,4.07
2001,Heath Evans,FB,Auburn,Jun-00,246,4.56,34.5,30,111,7.3,4.24
2001,Alge Crumpler,TE,North Carolina,2-Jun,266,4.76,34,22,112,7.38,4.43
2001,Bobby Newcombe,WR,Nebraska,10-May,195,4.53,37,,117,6.86,3.98
2001,Jameel Cook,FB,Illinois,10-May,226,4.8,29.5,17,108,7.55,4.38
2001,Derek Combs,RB,Ohio State,Jun-00,193,4.42,35,8,120,6.96,4.07
2001,Kenny Clark,WR,Central Florida,1-Jun,225,4.59,35.5,,121,,
2001,John Capel,WR,Florida,11-May,177,4.39,36.5,,126,,
2001,Chris Chambers,WR,Wisconsin,Jun-00,210,4.33,45,,134,,4
2001,Quincy Carter,QB,Georgia,2-Jun,225,4.58,35.5,,113,7.12,4.12
2001,Correll Buckhalter,RB,Nebraska,Jun-00,226,4.53,40,11,123,7.08,4.06
2001,Sean Brewer,TE,San Jose State,4-Jun,255,4.73,36,14,117,7.37,4.18
2001,Drew Brees,QB,Purdue,Jun-00,213,4.83,32,,105,7.09,4.21
2001,Derrick Blaylock,RB,Stephen F. Austin,10-May,194,4.36,35.5,18,119,7.05,4.09
2001,Eddie Berlin,WR,Northern Iowa,11-May,191,4.43,39.5,,122,6.78,4.08
2001,Michael Bennett,RB,Wisconsin,9-May,207,4.38,39.5,13,130,,
2001,Kevan Barlow,RB,Pittsburgh,1-Jun,235,4.56,,,,,
2001,Alex Bannister,WR,Eastern Kentucky,5-Jun,201,4.47,30.5,,110,,
2001,Billy Baber,TE,Virginia,4-Jun,255,4.76,33,22,106,7.12,4.19
2001,Scotty Anderson,WR,Grambling State,2-Jun,184,4.57,34.5,,115,,
2001,David Allen,RB,Kansas State,9-May,194,4.62,31,15,111,,
2001,Ja'Mar Toombs,FB,Texas A&M,Jun-00,281,4.72,,17,,,
2001,Dan Stultz,K,Ohio State,11-May,207,,,,,,
2001,Kris Stockton,K,Texas,9-May,189,,,,,,
2001,Russell Stewart,TE,Stanford,4-Jun,251,4.92,28.5,17,106,7.46,4.3
2001,David Rivers,QB,Western Carolina,3-Jun,223,4.73,31.5,,115,7.37,4.2
2001,Jamie Rheem,K,Kansas State,1-Jun,192,,,,,,
2001,Jonathan Beasley,QB,Kansas State,Jun-00,227,4.85,29.5,,102,7.55,4.38
2001,Darvell Bivens,FB,Northwestern State,10-May,255,4.97,33.5,32,108,7.81,4.38
2001,Corey Brown,WR,Tulsa,Jun-00,202,4.63,39.5,,126,,
2001,Adrian Burnette,WR,Tulane,10-May,191,4.63,,,,,
2001,Elliott Carson,TE,Vanderbilt,4-Jun,246,4.9,36,16,115,7.52,4.21
2001,Jeff Chaney,RB,Florida State,11-May,193,4.46,,,,,
2001,Justin Coleman,QB,Nebraska-Kearney,4-Jun,238,5.22,29.5,,101,7.78,4.62
2001,Corey Crume,RB,Eastern Kentucky,11-May,225,4.76,37,15,115,7.36,4.32
2001,Ronney Daniels,WR,Auburn,1-Jun,212,4.61,34.5,,118,,
2001,Richmond Flowers,WR,Chattanooga,11-May,195,4.55,35.5,,114,6.98,3.96
2001,Javon Green,WR,Colorado,1-Jun,211,4.73,35.5,,113,7.41,4.34
2001,Shane Griggs,QB,Idaho State,4-Jun,199,4.83,,,,,
2001,Latef Grim,WR,Pittsburgh,11-May,188,4.6,,,111,7.27,4.33
2001,Daniel Guy,WR,Jackson State,2-Jun,211,4.61,38.5,,125,7.35,4.29
2001,Derek Homer,RB,Kentucky,8-May,194,4.6,32.5,,113,7.24,4.3
2001,Margin Hooks,WR,BYU,11-May,191,4.5,36,,116,7.08,4.18
2001,Khori Ivy,WR,West Virginia,2-Jun,195,4.64,,,,,
2001,Ortege Jenkins,QB,Arizona,1-Jun,234,4.82,34.5,,108,7.32,4.4
2001,Jevaris Johnson,TE,Georgia,5-Jun,257,4.9,,,,,
2001,Sly Johnson,WR,Miami (OH),9-May,181,4.61,35.5,,115,,
2001,Robert Kilow,WR,Arkansas State,10-May,171,4.44,,,,,
2001,Dave Klemic,WR,Northeastern (MA),11-May,188,4.37,36.5,,116,,
2001,Dustin McClintock,FB,Alabama,1-Jun,259,5.31,30,7,105,8.1,4.58
2001,Romaro Miller,QB,Mississippi,Jun-00,205,4.61,35,,110,7.4,4.51
2001,Shawn Mills,WR,Southern Miss,Jun-00,180,4.51,34.5,,116,7.12,4.15
2001,Hodges Mitchell,RB,Texas,7-May,180,4.53,,,,,
2001,Vitaly Pisetsky,K,Wisconsin,10-May,232,,,,,,
2000,Bashir Yamini,WR,Iowa,3-Jun,191,4.53,33,,130,7.09,4.18
2000,Spergon Wynn,QB,Texas State,3-Jun,229,4.91,34,,108,7.71,4.59
2000,James Williams,WR,Marshall,11-May,180,4.59,36,,123,7.22,4.16
2000,Michael Wiley,RB,Ohio State,11-May,193,4.5,,,,,
2000,Dez White,WR,Georgia Tech,1-Jun,218,4.62,37.5,,124,6.91,4.09
2000,Austin Wheatley,TE,Iowa,4-Jun,254,4.66,32.5,,121,6.97,4.18
2000,James Whalen,TE,Kentucky,2-Jun,228,4.78,31,,110,7.42,4.22
2000,Peter Warrick,WR,Florida State,11-May,194,4.58,,,,,
2000,Troy Walters,WR,Stanford,6-May,171,4.55,32.5,,106,6.61,3.84
2000,Travis Taylor,WR,Florida,1-Jun,199,4.43,37,,118,7.15,
2000,Jay Tant,TE,Northwestern,3-Jun,255,4.75,,31,,,
2000,Shyrone Stith,RB,Virginia Tech,7-May,204,4.6,35,13,111,7.14,4.14
2000,Dave Stachelski,TE,Boise State,3-Jun,250,4.78,38,24,115,6.84,4.14
2000,R. Jay Soward,WR,Southern California,9-May,177,4.34,35,,124,,
2000,Terrelle Smith,FB,Arizona State,Jun-00,249,5,32.5,19,109,8.38,4.85
2000,Paul Smith,FB,Texas-El Paso,11-May,220,4.65,,25,,,
2000,Aaron Shea,FB,Michigan,4-Jun,253,4.81,37.5,,114,6.72,4.3
2000,Giovanni Carmazzi,QB,Hofstra,3-Jun,224,4.74,36.5,,119,6.94,4.23
2000,Gari Scott,WR,Michigan State,Jun-00,194,4.59,33.5,,119,,
2000,J.R. Redmond,RB,Arizona State,11-May,216,4.48,32.5,,121,,
2000,Chris Redman,QB,Louisville,3-Jun,222,5.37,26.5,,98,7.8,4.78
2000,Tim Rattay,QB,Louisiana Tech,Jun-00,215,4.91,25.5,,100,7.34,4.21
2000,Travis Prentice,RB,Miami (OH),Jun-00,225,4.5,37,23,115,6.92,4.4
2000,Jerry Porter,WR,West Virginia,2-Jun,221,4.48,,,,,
2000,Jason Gavadza,TE,Kent State,3-Jun,249,4.62,32.5,22,113,7.15,4.3
2000,Todd Pinkston,WR,Southern Miss,2-Jun,169,4.45,,,,,
2000,Mareno Philyaw,WR,Troy,2-Jun,205,4.66,39.5,,129,6.93,4.13
2000,Thomas Hamner,RB,Minnesota,Jun-00,197,4.5,32,17,125,6.97,4.07
2000,Chad Pennington,QB,Marshall,3-Jun,229,4.81,33.5,,111,7.12,4.16
2000,Dennis Northcutt,WR,Arizona,10-May,175,4.43,37.5,,123,6.96,4.04
2000,Sherrod Gideon,WR,Southern Miss,11-May,173,4.66,,,,,
2000,Chad Morton,RB,Southern California,8-May,182,4.5,36,18,121,,
2000,Sylvester Morris,WR,Jackson State,3-Jun,216,4.6,34.5,,119,7.06,4.17
2000,Sammy Morris,FB,Texas Tech,Jun-00,221,4.65,37.5,23,117,7.05,4.21
2000,Frank Moreau,RB,Louisville,1-Jun,231,4.57,36,23,117,,
2000,Scottie Montgomery,WR,Duke,Jun-00,196,4.57,36,,117,7.16,4.11
2000,Rondell Mealey,RB,LSU,Jun-00,212,4.69,33,,120,6.89,4.15
2000,Kevin McDougal,RB,Colorado State,11-May,206,4.63,32,,108,7.08,4.12
2000,Tee Martin,QB,Tennessee,2-Jun,227,4.58,34.5,,113,,
2000,Jamal Lewis,RB,Tennessee,Jun-00,240,4.58,,23,,,
2000,Charles Lee,WR,Central Florida,1-Jun,202,4.56,35.5,,125,7.3,4.25
2000,Marcus Knight,WR,Michigan,1-Jun,180,4.72,28.5,,106,7.11,4.38
2000,Erron Kinney,TE,Florida,6-Jun,272,4.9,,,,,
2000,Curtis Keaton,RB,James Madison,10-May,214,4.41,41.5,23,131,6.82,3.93
2000,Thomas Jones,RB,Virginia,10-May,216,4.45,,,,,
2000,John Jones,TE,Indiana (PA),4-Jun,248,4.63,38.5,13,125,7.33,4.43
2000,Doug Johnson,QB,Florida,2-Jun,226,4.95,29.5,,96,,
2000,Ronney Jenkins,RB,Northern Arizona,10-May,184,4.5,,18,118,,
2000,Sebastian Janikowski,K,Florida State,1-Jun,260,,,,,,
2000,Marlion Jackson,RB,Saginaw Valley State,1-Jun,242,4.6,35.5,24,125,7.15,4.14
2000,Jarious Jackson,QB,Notre Dame,Jun-00,226,4.68,,,109,,
2000,Darrell Jackson,WR,Florida,Jun-00,197,4.56,,,,,
2000,Trevor Insley,WR,Nevada,Jun-00,192,4.7,,,,,
2000,Todd Husak,QB,Stanford,3-Jun,216,5.2,27.5,,99,7.17,4.41
2000,Windrell Hayes,WR,Southern California,11-May,204,4.5,,,,7.33,4.18
2000,Joe Hamilton,QB,Georgia Tech,10-May,192,4.81,,,106,,
2000,Troy Hambrick,RB,Savannah State,Jun-00,237,4.66,34.5,21,118,7.48,4.44
2000,Mike Green,FB,Houston,Jun-00,253,4.78,28.5,25,108,7.08,4.34
2000,Anthony Lucas,WR,Arkansas,3-Jun,194,4.53,35,,121,,
2000,Trevor Gaylor,WR,Miami (OH),3-Jun,199,4.56,37.5,,121,7.03,4.29
2000,Mondriel Fulcher,FB,Miami (FL),3-Jun,253,4.85,27,18,116,7.46,4.52
2000,Bubba Franks,TE,Miami (FL),6-Jun,265,4.85,,,,,
2000,Larry Foster,WR,LSU,10-May,198,4.55,37,,121,6.88,4.06
2000,Zeron Flemister,TE,Iowa,4-Jun,249,4.72,37,14,116,6.92,4.16
2000,Danny Farmer,WR,UCLA,3-Jun,217,4.58,,,,,
2000,Deon Dyer,FB,North Carolina,11-May,260,4.99,28,,104,7.88,4.81
2000,Ron Dugans,WR,Florida State,1-Jun,206,4.58,,,117,,
2000,Reuben Droughns,RB,Oregon,11-May,215,4.66,30,13,115,7.34,4.41
2000,Muneer Moore,WR,Richmond,1-Jun,201,4.52,37.5,,129,6.91,4.09
2000,Ron Dayne,RB,Wisconsin,11-May,259,4.65,,,,,
2000,JaJuan Dawson,WR,Tulane,1-Jun,199,4.55,34,,117,6.96,4.16
2000,Casey Crawford,TE,Virginia,6-Jun,244,4.83,,18,,,
2000,Laveranues Coles,WR,Florida State,11-May,192,4.41,34,,115,6.89,4.39
2000,Chris Coleman,WR,North Carolina State,Jun-00,211,4.61,32.5,,110,6.79,4.1
2000,Chris Cole,WR,Texas A&M,Jun-00,191,4.37,37.5,,125,6.76,4.09
2000,Doug Chapman,RB,Marshall,10-May,215,4.56,38.5,16,128,6.84,4.2
2000,Kwame Cavil,WR,Texas,2-Jun,208,4.54,39.5,,118,,
2000,Trung Canidate,RB,Arizona,11-May,193,4.41,,18,,,
2000,Plaxico Burress,WR,Michigan State,5-Jun,231,4.59,33,,115,,
2000,Marc Bulger,QB,West Virginia,2-Jun,208,4.97,,,100,7.46,4.34
2000,Travis Brown,QB,Northern Arizona,3-Jun,218,5.01,29,,101,7.54,4.87
2000,Tom Brady,QB,Michigan,4-Jun,211,5.28,24.5,,99,7.2,4.38
2000,Anthony Becht,TE,West Virginia,6-Jun,270,4.78,33.5,,123,6.94,4.08
2000,Jake Arians,K,Alabama-Birmingham,10-May,202,,,,,,
2000,Shaun Alexander,RB,Alabama,Jun-00,218,4.58,,,,,
2000,Destry Wright,RB,Jackson State,11-May,216,4.84,29.5,15,112,7.15,4.41
2000,Boo Williams,RB,South Carolina,11-May,222,4.52,,,,,
2000,Anthony White,RB,Kentucky,Jun-00,195,4.68,32.5,,118,7.05,4.24
2000,Quinton Spotwood,WR,Syracuse,11-May,184,4.55,33.5,,123,,
2000,Rashon Spikes,RB,North Carolina State,10-May,204,4.78,33,13,113,7.18,4.47
2000,Keith Smith,RB,Arizona,10-May,207,4.5,,,,,
2000,Kofi Shuck,WR,Wyoming,2-Jun,180,4.66,33,,119,7.18,4.1
2000,Ketric Sanford,RB,Houston,7-May,199,4.6,32,12,118,6.63,4.3
2000,Phillip Rogers,RB,Georgia Tech,1-Jun,232,4.68,37,19,124,7.21,4.31
2000,Kyle Allamon,TE,Texas Tech,2-Jun,253,4.97,29,,104,7.29,4.49
2000,Kyle Atteberry,K,Baylor,Jun-00,167,,,,,,
2000,Demario Brown,RB,Utah State,Jun-00,217,4.72,31,,107,7.17,4.39
2000,Keith Brown,RB,UCLA,11-May,216,4.66,30,,117,6.64,4.08
2000,Bill Burke,QB,Michigan State,4-Jun,206,5.03,28.5,,107,7.46,4.42
2000,Chris Chaloupka,QB,Sam Houston State,2-Jun,216,4.96,,,,,
2000,Chrys Chukwuma,RB,Arkansas,1-Jun,232,4.56,,,115,,
2000,Brandon Daniels,WR,Oklahoma,10-May,211,4.54,,,,,
2000,Chris Daniels,WR,Purdue,3-Jun,217,4.74,33,,115,7.2,4.24
2000,Joe Dean Davenport,TE,Arkansas,7-Jun,268,5.06,30,13,108,7.33,4.67
2000,Darren Davis,RB,Iowa State,8-May,189,4.81,32,13,109,7.04,4.47
2000,Matt Farmer,WR,Air Force,Jun-00,190,4.51,33,,108,6.63,3.94
